Task_ID,Task_Description,Created_Date,Deadline,Est. Hours,Category,Priority,Class,Assigned_To
305,So when simply nothing us from order.,2025-02-28,2025-03-02,6.06,Bug,Low,Research,U09
306,Note economic vote see night.,2025-05-19,2025-05-20,5.3,Improvement,Medium,Technical,U01
307,Mention class difficult program you probably.,2025-03-19,2025-03-20,5.82,Feature,Low,Admin,U07
308,Foot such only hear build.,2025-05-03,2025-05-13,6.37,Improvement,Low,Admin,U01
309,Society reflect condition.,2025-05-08,2025-05-12,3.52,Feature,Medium,Technical,U06
310,Along wear pretty beat pull along.,2025-02-03,2025-02-13,4.01,Bug,High,Support,U05
311,And choice son on program common.,2025-03-06,2025-03-15,4.73,Bug,Medium,Research,U10
312,Future course lot teach story.,2025-03-31,2025-04-07,8.89,Improvement,High,Support,U09
313,Claim nation policy issue if work song look.,2025-03-23,2025-03-30,3.29,Bug,Low,Support,U09
314,Watch road whose sea look.,2025-02-11,2025-02-19,4.48,Improvement,Medium,Admin,U05
315,People have visit unit seven.,2025-04-16,2025-04-26,3.46,Feature,Low,Research,U04
316,Assume determine evidence.,2025-01-02,2025-01-11,9.21,Bug,Low,Research,U03
317,International with information old.,2025-03-21,2025-03-31,6.07,Feature,Low,Admin,U09
318,Church face write it lot on ability.,2025-02-11,2025-02-14,3.48,Bug,Medium,Technical,U06
319,Usually check different poor herself.,2025-02-06,2025-02-15,9.66,Improvement,Low,Admin,U05
320,Unit agree debate central right arm.,2025-02-08,2025-02-09,8.68,Bug,High,Support,U07
321,Evening debate yes somebody according message.,2025-02-04,2025-02-08,7.79,Improvement,Medium,Technical,U08
322,Eight strong evidence.,2025-01-22,2025-01-24,6.88,Improvement,Medium,Research,U10
323,Consumer set on activity American.,2025-05-26,2025-05-30,5.05,Bug,High,Research,U04
324,Phone rather model quite myself collection.,2025-01-23,2025-02-02,6.38,Improvement,Medium,Admin,U02
325,Summer child tree media.,2025-04-16,2025-04-22,3.9,Feature,Low,Research,U06
326,Baby seek alone sea usually later.,2025-04-20,2025-04-30,4.15,Bug,Low,Research,U03
327,Senior difficult write course card religious notice.,2025-05-16,2025-05-24,3.93,Feature,Medium,Technical,U10
328,Foreign grow direction hour eight military.,2025-03-14,2025-03-22,3.44,Improvement,Medium,Admin,U06
329,Feeling deep doctor view play have interesting.,2025-05-15,2025-05-19,6.47,Bug,Low,Technical,U10
330,These happy sport turn similar letter.,2025-03-22,2025-03-29,2.75,Feature,Medium,Support,U04
331,Focus growth different so value.,2025-05-04,2025-05-13,9.76,Feature,Medium,Research,U10
332,Me culture member case yet.,2025-03-14,2025-03-21,5.73,Bug,High,Support,U03
333,Although note partner.,2025-02-08,2025-02-11,8.36,Improvement,Medium,Technical,U05
334,Brother agree all yeah.,2025-03-07,2025-03-15,6.04,Improvement,Low,Admin,U09
335,Visit image conference remember performance brother with.,2025-03-16,2025-03-25,9.42,Feature,High,Support,U08
336,Language make money company fill century several.,2025-03-05,2025-03-07,5.94,Feature,High,Support,U06
337,Heavy create bag society us TV.,2025-01-29,2025-02-07,9.68,Bug,Medium,Technical,U03
338,Republican father thought population.,2025-05-01,2025-05-07,6.01,Feature,Medium,Support,U02
339,Low buy Democrat professional wall since detail.,2025-05-25,2025-06-01,6.34,Bug,High,Support,U08
340,Too join because from.,2025-04-28,2025-05-03,3.41,Feature,Low,Technical,U08
341,Turn building analysis surface.,2025-04-10,2025-04-15,9.12,Bug,Medium,Research,U10
342,Kid money beat moment.,2025-04-26,2025-05-05,1.01,Bug,Medium,Support,U05
343,Soldier attention seven leader.,2025-03-26,2025-03-29,8.32,Feature,High,Technical,U04
344,Country Democrat score.,2025-01-29,2025-02-07,4.45,Feature,Low,Technical,U03
345,Responsibility pull life worry.,2025-01-21,2025-01-31,9.19,Improvement,High,Research,U03
346,Become agent yet partner.,2025-04-28,2025-05-07,8.31,Bug,Low,Admin,U08
347,Citizen name chair.,2025-02-14,2025-02-24,5.76,Feature,Low,Technical,U04
348,Could research region particular trial high last expect.,2025-01-11,2025-01-21,8.82,Improvement,Medium,Support,U03
349,Feel enjoy choice final.,2025-01-12,2025-01-17,9.18,Improvement,Medium,Support,U08
350,Community rule effort.,2025-04-09,2025-04-13,6.88,Bug,Medium,Technical,U09
351,No wall able story continue.,2025-01-22,2025-01-24,1.29,Bug,Medium,Support,U06
352,Choose industry world compare plan professional indeed yet.,2025-01-24,2025-02-01,5.57,Bug,Low,Research,U02
353,Often Congress ability everyone question.,2025-04-19,2025-04-21,3.52,Feature,High,Admin,U10
354,Focus Congress against but behind party.,2025-03-06,2025-03-10,4.09,Feature,Low,Technical,U02
355,Turn respond police government set.,2025-03-24,2025-03-31,4.46,Bug,High,Admin,U03
356,Visit he life case.,2025-05-24,2025-05-30,9.25,Bug,High,Research,U05
357,Fish offer white evidence thank character.,2025-01-26,2025-01-27,1.78,Bug,Medium,Technical,U10
358,Forward positive such traditional read spend interesting soon.,2025-03-13,2025-03-21,7.94,Improvement,Medium,Technical,U04
359,Matter around left majority community energy specific.,2025-03-31,2025-04-06,8.25,Improvement,Low,Research,U10
360,Conference lawyer hour movement heart.,2025-03-14,2025-03-19,7.75,Feature,Low,Admin,U05
361,Pretty win still moment.,2025-05-25,2025-05-29,4.31,Feature,High,Admin,U10
362,Government letter trouble year.,2025-01-31,2025-02-09,2.26,Feature,Medium,Admin,U06
363,Seem foreign kind lawyer weight.,2025-02-15,2025-02-16,1.71,Improvement,High,Technical,U02
364,Site letter usually much early.,2025-03-12,2025-03-19,8.13,Bug,Medium,Admin,U08
365,News president raise learn environment.,2025-04-15,2025-04-19,5.78,Bug,Medium,Admin,U09
366,In these suggest both avoid leader guy.,2025-03-27,2025-04-03,4.39,Improvement,High,Admin,U05
367,Reflect note why easy late.,2025-02-25,2025-02-27,8.24,Improvement,Medium,Admin,U07
368,Above car a wonder land sound.,2025-03-26,2025-04-02,1.44,Improvement,Medium,Admin,U07
369,Huge military raise Democrat language.,2025-01-03,2025-01-08,4.16,Feature,High,Admin,U07
370,Civil benefit themselves against much summer.,2025-03-17,2025-03-24,5.16,Bug,Low,Research,U05
371,Life follow suggest.,2025-01-16,2025-01-24,2.07,Improvement,Low,Research,U05
372,Region daughter tree what attack alone identify.,2025-04-12,2025-04-19,4.25,Bug,High,Admin,U10
373,Avoid energy heart remember nature.,2025-01-09,2025-01-14,5.16,Bug,Low,Admin,U07
374,Help cover win wall miss point where.,2025-04-27,2025-05-03,2.34,Bug,High,Support,U01
375,Happy player position treatment various opportunity.,2025-03-26,2025-03-30,6.39,Improvement,Medium,Support,U07
376,Dark form best all.,2025-04-13,2025-04-17,2.57,Bug,Low,Technical,U08
377,Stuff skill improve leader.,2025-04-27,2025-04-30,6.39,Improvement,High,Research,U05
378,First rest century accept top sport.,2025-01-19,2025-01-24,3.86,Improvement,High,Admin,U02
379,Modern might guess paper.,2025-05-15,2025-05-24,2.6,Feature,High,Research,U05
380,Hour team condition foot affect.,2025-04-11,2025-04-15,3.12,Bug,High,Admin,U06
381,Tv success sell back investment perform.,2025-04-09,2025-04-15,2.53,Feature,High,Technical,U08
382,Mind million car.,2025-03-04,2025-03-06,2.22,Bug,Medium,Research,U04
383,Big painting now allow.,2025-02-15,2025-02-17,3.69,Bug,High,Admin,U07
384,Stand image collection quite.,2025-02-08,2025-02-13,5.36,Bug,Low,Technical,U01
385,Number large one better entire.,2025-03-05,2025-03-15,6.59,Improvement,Low,Technical,U02
386,Military million buy product.,2025-01-28,2025-02-07,4.35,Feature,Low,Support,U01
387,Opportunity continue fear prepare until health trip.,2025-05-16,2025-05-22,3.89,Improvement,Low,Admin,U04
388,System act consider region sometimes.,2025-01-12,2025-01-21,4.76,Improvement,Medium,Technical,U09
389,Conference claim model upon.,2025-03-25,2025-03-30,3.11,Improvement,High,Research,U10
390,Over movie occur very although others someone.,2025-02-06,2025-02-07,6.69,Feature,Medium,Technical,U10
391,Decision his or artist.,2025-02-08,2025-02-17,5.05,Bug,High,Support,U05
392,Imagine themselves military nature.,2025-01-01,2025-01-10,4.81,Bug,High,Support,U03
393,Understand price event or political civil loss nearly.,2025-03-26,2025-04-05,8.31,Feature,High,Technical,U05
394,Agent these stay lose morning.,2025-01-13,2025-01-15,4.8,Feature,Medium,Support,U10
395,Network appear factor happy happy.,2025-04-07,2025-04-16,6.06,Feature,Medium,Support,U02
396,Four area traditional attorney.,2025-01-05,2025-01-09,5.56,Bug,High,Support,U06
397,Arm religious yard decision.,2025-04-17,2025-04-25,1.98,Feature,High,Admin,U04
398,Occur although clear capital foreign eight ago walk.,2025-05-07,2025-05-08,2.66,Bug,Medium,Technical,U02
399,Design statement easy person structure.,2025-01-14,2025-01-19,6.01,Bug,Medium,Admin,U06
400,Author even course.,2025-04-01,2025-04-10,3.45,Improvement,High,Support,U02
401,Business away forward treatment.,2025-02-21,2025-03-01,3.51,Bug,High,Support,U09
402,Argue behavior evening artist only.,2025-04-24,2025-05-03,2.12,Improvement,Medium,Admin,U03
403,Career economic reality option indeed magazine attack.,2025-04-10,2025-04-15,6.76,Feature,Medium,Admin,U03
404,Analysis fear final development though simple.,2025-02-19,2025-02-21,9.81,Feature,Medium,Support,U03
405,Share million you.,2025-01-06,2025-01-11,7.56,Bug,High,Research,U06
406,Reflect cold recent address range investment.,2025-02-26,2025-03-07,7.95,Improvement,Medium,Support,U06
407,Somebody relationship song article score hear.,2025-04-20,2025-04-25,1.08,Feature,Medium,Research,U09
408,Father man happy fast.,2025-01-18,2025-01-25,4.1,Feature,Medium,Support,U03
409,Clear despite newspaper play special it avoid follow.,2025-05-03,2025-05-12,5.57,Feature,High,Support,U09
410,Feel everybody finish risk second production.,2025-01-16,2025-01-23,8.09,Bug,High,Support,U07
411,Everybody risk reason follow plan.,2025-02-03,2025-02-09,1.32,Bug,Low,Research,U10
412,Suddenly stop clear study.,2025-03-17,2025-03-18,5.66,Feature,High,Research,U01
413,Forget cost man us tend drug consider.,2025-02-22,2025-02-28,9.69,Improvement,High,Support,U04
414,Class trouble bit.,2025-03-10,2025-03-12,6.66,Feature,Medium,Technical,U04
415,Visit point weight budget seek main.,2025-05-16,2025-05-18,4.78,Improvement,Medium,Technical,U07
416,Campaign girl prepare possible.,2025-03-22,2025-03-23,4.98,Feature,High,Support,U08
417,Professor even nothing short evening admit.,2025-03-24,2025-04-01,2.27,Improvement,Medium,Research,U10
418,Poor east reality military war room summer.,2025-01-29,2025-02-07,9.12,Improvement,Medium,Support,U06
419,Page likely hospital show office imagine dinner away.,2025-05-10,2025-05-20,3.13,Feature,Medium,Admin,U05
420,Husband food time system thought cover.,2025-04-22,2025-04-23,5.23,Feature,Medium,Technical,U10
421,Soon actually on as.,2025-01-28,2025-01-30,4.85,Bug,Medium,Support,U06
422,Step east about individual PM which.,2025-01-21,2025-01-23,7.41,Feature,Medium,Admin,U01
423,Head forward fast collection.,2025-02-25,2025-02-26,9.63,Feature,Low,Research,U10
424,Main feel everyone body.,2025-03-28,2025-04-04,3.71,Bug,High,Admin,U04
425,Turn theory study network woman range.,2025-04-27,2025-05-06,4.47,Bug,Low,Support,U04
426,Tv television opportunity worry treat site.,2025-05-10,2025-05-14,8.71,Improvement,Medium,Admin,U04
427,Tell stuff cost may total them.,2025-03-11,2025-03-12,6.11,Feature,High,Support,U08
428,Not continue concern ball next hot data.,2025-05-02,2025-05-09,4.92,Feature,Low,Technical,U06
429,Support group open traditional writer read each.,2025-04-18,2025-04-19,4.36,Improvement,High,Admin,U08
430,Guy win trouble heart oil across analysis several.,2025-02-11,2025-02-16,1.84,Improvement,High,Admin,U09
431,Sign up energy cause.,2025-05-07,2025-05-11,6.68,Bug,Medium,Admin,U02
432,Assume example different skill myself.,2025-01-09,2025-01-10,4.73,Feature,Medium,Research,U07
433,Road arm full receive support return.,2025-02-10,2025-02-19,1.03,Bug,High,Research,U05
434,Need more court difficult.,2025-03-19,2025-03-21,9.04,Bug,Low,Technical,U05
435,Why society value tough draw off.,2025-02-23,2025-02-25,2.53,Feature,Medium,Support,U06
436,Half white TV knowledge wonder cell second join.,2025-01-23,2025-02-02,3.37,Improvement,High,Admin,U03
437,Person night responsibility PM.,2025-05-24,2025-05-25,8.24,Feature,Low,Research,U06
438,Data simple present southern.,2025-05-08,2025-05-12,6.97,Improvement,Low,Admin,U03
439,Education his environment court middle week.,2025-03-13,2025-03-20,4.28,Improvement,Medium,Research,U02
440,Will goal direction name model.,2025-01-25,2025-01-26,4.66,Feature,High,Support,U04
441,Feeling official wife film page hard.,2025-04-12,2025-04-13,5.46,Bug,Low,Admin,U03
442,Clearly lawyer exactly teach but.,2025-04-22,2025-05-01,1.42,Feature,Low,Research,U10
443,Little begin board human would last.,2025-02-26,2025-03-06,1.05,Improvement,Medium,Research,U08
444,Without face herself officer.,2025-03-02,2025-03-03,4.95,Feature,Medium,Technical,U09
445,Outside real economy explain necessary herself.,2025-03-23,2025-04-01,8.65,Improvement,Medium,Support,U03
446,Tough industry left manage.,2025-02-16,2025-02-20,8.44,Bug,Medium,Support,U06
447,Understand attack treatment choose east night scientist.,2025-05-25,2025-05-26,7.22,Feature,Low,Support,U07
448,Plant cost establish high certainly go scientist.,2025-01-04,2025-01-10,1.86,Feature,Low,Support,U08
449,Turn pattern both guess.,2025-04-16,2025-04-21,9.84,Feature,Medium,Research,U07
450,Century while read cup.,2025-05-09,2025-05-12,8.69,Bug,Medium,Support,U07
451,Personal last explain paper environment radio plant.,2025-02-26,2025-03-05,9.86,Bug,High,Research,U08
452,Behind at level dinner perhaps personal.,2025-01-10,2025-01-11,7.67,Bug,Low,Technical,U07
453,Record safe early stock person often follow.,2025-04-29,2025-05-04,1.43,Feature,Medium,Admin,U08
454,Fear no also country national maybe.,2025-03-10,2025-03-12,9.68,Improvement,Low,Technical,U10
455,Project decade real once them charge one with.,2025-01-02,2025-01-11,1.98,Bug,High,Technical,U07
456,Too conference Mrs take offer force.,2025-03-15,2025-03-22,7.44,Feature,High,Research,U06
457,World almost save.,2025-03-12,2025-03-19,1.2,Improvement,Low,Admin,U10
458,Whatever into increase save responsibility strong.,2025-04-03,2025-04-05,6.65,Bug,High,Research,U03
459,No blood for score learn either.,2025-01-26,2025-01-28,1.39,Bug,Medium,Support,U10
460,Prepare simply experience.,2025-01-02,2025-01-04,7.6,Feature,Low,Admin,U06
461,Feel address interest discuss vote compare.,2025-01-17,2025-01-27,1.45,Feature,High,Support,U06
462,Add change she wish state available free.,2025-02-12,2025-02-14,3.65,Feature,High,Support,U04
463,Push fight worker gas.,2025-03-22,2025-03-27,6.16,Feature,Medium,Technical,U08
464,Election across red campaign positive interesting police.,2025-04-07,2025-04-10,6.34,Bug,Medium,Support,U10
465,Relate similar generation friend.,2025-05-24,2025-06-02,8.72,Feature,Medium,Technical,U04
466,Son arm into if visit.,2025-03-27,2025-03-29,7.16,Bug,Medium,Support,U03
467,Among career forget weight employee try fund.,2025-02-28,2025-03-03,2.44,Improvement,High,Admin,U10
468,High maintain traditional answer pass.,2025-04-12,2025-04-20,2.61,Improvement,Medium,Support,U02
469,List especially fish general indeed different.,2025-03-04,2025-03-10,3.51,Bug,Medium,Support,U09
470,Dog beautiful for wait.,2025-04-10,2025-04-17,6.65,Improvement,Low,Technical,U08
471,Face box top two.,2025-03-17,2025-03-22,7.46,Bug,Low,Support,U02
472,Concern site else score man service.,2025-01-03,2025-01-10,2.18,Improvement,Medium,Support,U09
473,Five man well property various.,2025-03-09,2025-03-10,5.41,Feature,Medium,Support,U04
474,Writer family across listen half receive.,2025-01-08,2025-01-10,1.71,Feature,High,Research,U06
475,Success agreement career yes author.,2025-02-19,2025-02-22,5.98,Feature,Medium,Admin,U01
476,Everybody baby table within.,2025-01-03,2025-01-13,4.28,Feature,Medium,Technical,U09
477,Report will ever article writer.,2025-01-07,2025-01-14,2.97,Bug,Medium,Support,U06
478,Machine think it staff resource movie.,2025-03-17,2025-03-24,2.4,Bug,Low,Research,U03
479,Goal tree serious sister.,2025-02-16,2025-02-21,2.11,Improvement,High,Admin,U01
480,Bad event executive know easy.,2025-05-26,2025-05-31,7.06,Improvement,Low,Technical,U10
481,War able interest task eight change.,2025-05-22,2025-06-01,2.08,Bug,Low,Support,U02
482,Staff analysis term color until.,2025-02-06,2025-02-09,6.55,Improvement,High,Technical,U10
